Incident_ID,Time_ID,Location_ID,Victim_ID,Offender_ID,Crime_Type_ID,Incident_Count
1209,20200101,9,5208,9208,9,1
1210,20200101,10,5209,9209,10,1
1211,20200101,11,5210,9210,11,1
1212,20200101,12,5211,9211,12,1
1213,20200101,13,5212,9212,13,1
1214,20200101,14,5213,9213,14,1
1215,20200101,15,5214,9214,15,1
1216,20200101,16,5215,9215,16,1
1217,20200101,17,5216,9216,17,1
1218,20200101,18,5217,9217,18,1
1219,20200101,19,5218,9218,19,1
1220,20200101,20,5219,9219,20,1
1221,20200101,21,5220,9220,1,1
1222,20200101,22,5221,9221,2,1
1223,20200101,23,5222,9222,3,1
1224,20200101,24,5223,9223,4,1
1225,20200101,25,5224,9224,5,1
1226,20200101,26,5225,9225,6,1
1227,20200101,27,5226,9226,7,1
1228,20200101,28,5227,9227,8,1
1229,20200101,29,5228,9228,9,1
1230,20200101,30,5229,9229,10,1
1231,20200101,31,5230,9230,11,1
1232,20200101,32,5231,9231,12,1
1233,20200101,33,5232,9232,13,1
1234,20200101,34,5233,9233,14,1
1235,20200101,35,5234,9234,15,1
1236,20200101,36,5235,9235,16,1
1237,20200101,37,5236,9236,17,1
1238,20200101,38,5237,9237,18,1
1239,20200101,39,5238,9238,19,1
1240,20200101,40,5239,9239,20,1
1241,20200101,41,5240,9240,1,1
1242,20200101,42,5241,9241,2,1
1243,20200101,43,5242,9242,3,1
1244,20200101,44,5243,9243,4,1
1245,20200101,45,5244,9244,5,1
1246,20200101,46,5245,9245,6,1
1247,20200101,47,5246,9246,7,1
1248,20200101,48,5247,9247,8,1
1249,20200101,49,5248,9248,9,1
1250,20200101,50,5249,9249,10,1
1251,20200101,1,5250,9250,11,1
1252,20200101,2,5251,9251,12,1
1253,20200101,3,5252,9252,13,1
1254,20200101,4,5253,9253,14,1
1255,20200101,5,5254,9254,15,1
1256,20200101,6,5255,9255,16,1
1257,20200101,7,5256,9256,17,1
1258,20200101,8,5257,9257,18,1
1259,20200101,9,5258,9258,19,1
1260,20200101,10,5259,9259,20,1
1261,20200101,11,5260,9260,1,1
1262,20200101,12,5261,9261,2,1
1263,20200101,13,5262,9262,3,1
1264,20200101,14,5263,9263,4,1
1265,20200101,15,5264,9264,5,1
1266,20200101,16,5265,9265,6,1
1267,20200101,17,5266,9266,7,1
1268,20200101,18,5267,9267,8,1
1269,20200101,19,5268,9268,9,1
1270,20200101,20,5269,9269,10,1
1271,20200101,21,5270,9270,11,1
1272,20200101,22,5271,9271,12,1
1273,20200101,23,5272,9272,13,1
1274,20200101,24,5273,9273,14,1
1275,20200101,25,5274,9274,15,1
1276,20200101,26,5275,9275,16,1
1277,20200101,27,5276,9276,17,1
1278,20200101,28,5277,9277,18,1
1279,20200101,29,5278,9278,19,1
1280,20200101,30,5279,9279,20,1
1281,20200101,31,5280,9280,1,1
1282,20200101,32,5281,9281,2,1
1283,20200101,33,5282,9282,3,1
1284,20200101,34,5283,9283,4,1
1285,20200101,35,5284,9284,5,1
1286,20200101,36,5285,9285,6,1
1287,20200101,37,5286,9286,7,1
1288,20200101,38,5287,9287,8,1
1289,20200101,39,5288,9288,9,1
1290,20200101,40,5289,9289,10,1
1291,20200101,41,5290,9290,11,1
1292,20200101,42,5291,9291,12,1
1293,20200101,43,5292,9292,13,1
1294,20200101,44,5293,9293,14,1
1295,20200101,45,5294,9294,15,1
1296,20200101,46,5295,9295,16,1
1297,20200101,47,5296,9296,17,1
1298,20200101,48,5297,9297,18,1
1299,20200101,49,5298,9298,19,1
1300,20200101,50,5299,9299,20,1
1301,20200101,1,5300,9300,1,1
1302,20200101,2,5301,9301,2,1
1303,20200101,3,5302,9302,3,1
1304,20200101,4,5303,9303,4,1
1305,20200101,5,5304,9304,5,1
1306,20200101,6,5305,9305,6,1
1307,20200101,7,5306,9306,7,1
1308,20200101,8,5307,9307,8,1
1309,20200101,9,5308,9308,9,1
1310,20200101,10,5309,9309,10,1
1311,20200101,11,5310,9310,11,1
1312,20200101,12,5311,9311,12,1
1313,20200101,13,5312,9312,13,1
1314,20200101,14,5313,9313,14,1
1315,20200101,15,5314,9314,15,1
1316,20200101,16,5315,9315,16,1
1317,20200101,17,5316,9316,17,1
1318,20200101,18,5317,9317,18,1
1319,20200101,19,5318,9318,19,1
1320,20200101,20,5319,9319,20,1
1321,20200101,21,5320,9320,1,1
1322,20200101,22,5321,9321,2,1
1323,20200101,23,5322,9322,3,1
1324,20200101,24,5323,9323,4,1
